num,name,epoch,a,e,inc,w,omega,m,H,G,info,wiki,wikipic
368565,(2004 FE5),60600,1.245,0.6005,18.3,243.47,189.4,337.8,20.09,,,,
418849,(2008 WM64),60600,1.006,0.1064,33.52,256.77,91.43,5.97,20.47,,,,
679655,(2020 BS12),60600,1.49,0.7457,4.63,90.29,311.97,241.41,20.11,,,,
533722,(2014 NE52),60600,2.385,0.6585,3.86,337.61,54.52,256.99,18.21,,,,
90403, 90403 (2003 YE45),60600,1.234,0.2802,19.01,306.85,286.23,341.08,17.78,,,,
627157,(2008 OX1),60600,1.206,0.2776,29.74,281.35,304.82,138.09,21.5,,,,
192563,(1998 WZ6),60600,1.452,0.4078,24.76,110.75,68.68,226.25,17.34,,,,
495187,(2012 VO76),60600,1.204,0.215,36.95,297.36,229.47,272.72,21.05,,,,
85774, 85774 (1998 UT18),60600,1.403,0.3288,13.59,50.15,64.62,178.64,19.1,,,,
382745,(2003 CC),60600,1.501,0.3268,2.32,103.24,136.29,225.18,20.41,,,,
413989,(2007 EL88),60600,1.12,0.5218,30.84,116.16,198.44,235.72,19.07,,,,
499582,(2010 TH19),60600,1.464,0.3101,6.83,201.5,254.2,277.3,20.53,,,,
349068,(2006 YT13),60600,1.323,0.4258,38.24,105.45,116.69,205.04,18.34,,,,
455299,(2002 EL6),60600,2.304,0.5779,9.53,186.71,84.87,145.71,18.05,,,,
505657,(2014 SR339),60600,1.299,0.3038,29.79,299.64,138.74,217.16,18.48,,,,
434677,(2006 BZ7),60600,1.49,0.3665,68.42,188.79,262.95,101.09,17.46,,,,
523816,(2009 ST103),60600,2.701,0.7184,15.74,234.66,226.45,126.3,18.14,,,,
3757,  3757 Anagolay (1982 XB),60600,1.834,0.4459,3.87,17.24,74.93,293.7,19.04,,,,
429094,(2009 SG2),60600,1.121,0.1702,25.98,252.98,9.07,327.8,20.06,,,,
451370,(2011 AK5),60600,1.188,0.2308,5.52,325.69,316.78,57.9,21.48,,,,
405762,(2005 YO180),60600,1.481,0.448,5.77,87.75,7.72,181.6,20.29,,,,
189865,(2003 NC),60600,1.406,0.8055,21.57,224.33,288.39,315.33,19.46,,,,
514568,(1994 RC),60600,2.264,0.6036,4.76,286.54,344.25,313.52,19.22,,,,
378358,(2007 LD),60600,1.726,0.4393,16.51,316.98,226.16,257.82,19.32,,,,
153311,(2001 MG1),60600,2.502,0.6459,28.4,218.52,142.33,304.13,17.4,,,,
289315,(2005 AN26),60600,2.32,0.6379,4.92,208.49,175.79,238.91,18.51,,,,
141851,(2002 PM6),60600,1.198,0.8501,19.13,224.53,304.0,11.09,17.81,,,,
152561,(1991 RB),60600,1.454,0.4857,19.58,68.96,359.29,279.78,19.1,,,,
29075, 29075 (1950 DA),60600,1.699,0.5077,12.16,224.76,356.59,223.31,17.29,,,,
68346, 68346 (2001 KZ66),60600,1.507,0.4166,16.7,140.29,219.37,133.79,16.93,,,,
358471,(2007 NS4),60600,1.875,0.5972,5.78,47.58,10.96,213.25,19.18,,,,
451157,(2009 SQ104),60600,1.285,0.2795,4.02,95.68,56.52,352.48,21.13,,,,
265196,(2004 BW58),60600,1.455,0.3787,15.21,301.85,132.61,328.22,18.84,,,,
504034,(2005 UJ159),60600,3.343,0.8317,35.61,95.79,80.25,26.44,17.62,,,,
482344,(2011 WL15),60600,1.352,0.2819,18.39,170.72,72.91,234.6,19.66,,,,
363024,(1998 OK1),60600,1.356,0.4293,13.99,298.64,109.64,160.98,19.42,,,,
141614,(2002 JV15),60600,1.624,0.5361,7.19,127.39,200.62,269.02,19.52,,,,
612348,(2002 GZ8),60600,2.821,0.6402,5.32,161.48,309.75,287.59,18.73,,,,
434196,(2003 HG2),60600,1.062,0.1346,19.78,225.4,214.24,345.51,21.61,,,,
65803, 65803 Didymos (1996 GT),60600,1.643,0.3833,3.41,319.6,72.99,339.93,18.11,,,,
467309,(1996 AW1),60600,1.534,0.5181,4.77,229.45,117.51,90.28,19.95,,,,
357622,(2005 EY95),60600,1.084,0.5384,3.17,342.14,72.86,197.54,20.32,,,,
65690, 65690 (1991 DG),60600,1.428,0.3632,11.14,63.37,180.1,212.3,19.06,,,,
443806,(1998 FL3),60600,1.26,0.2478,26.39,121.34,180.1,192.54,21.72,,,,
317255,(2002 DJ5),60600,1.401,0.5678,6.43,296.19,347.86,161.26,19.87,,,,
620107,(2020 XK7),60600,2.012,0.5593,8.08,26.95,197.59,81.97,19.58,,,,
154302,(2002 UQ3),60600,1.72,0.5615,28.83,280.97,222.7,230.42,17.69,,,,
303450,(2005 BY2),60600,1.269,0.3306,7.29,130.28,74.44,240.46,20.55,,,,
507716,(2013 UP8),60600,2.535,0.6191,47.83,187.36,55.16,318.58,16.39,,,,
251346,(2007 SJ),60600,2.015,0.5332,8.18,175.25,306.76,271.06,16.89,,,,
243566,(1995 SA),60600,2.463,0.642,19.58,54.3,169.02,255.75,17.37,,,,
477162,(2009 ES),60600,1.436,0.3293,30.33,311.18,343.71,280.63,20.71,,,,
458723,(2011 KQ12),60600,1.811,0.503,19.29,142.91,83.61,174.35,19.48,,,,
141053,(2001 XT1),60600,1.528,0.5795,2.73,31.39,316.21,67.95,18.86,,,,
488789,(2004 XK50),60600,1.451,0.6886,38.23,104.02,94.05,88.88,19.13,,,,
468910,(2014 KQ76),60600,1.007,0.4233,4.77,325.15,127.63,232.41,21.67,,,,
141527,(2002 FG7),60600,1.513,0.6268,9.2,247.69,187.48,82.57,18.94,,,,
162082,(1998 HL1),60600,1.246,0.187,20.05,148.66,213.53,228.22,19.12,,,,
363831,(2005 PY16),60600,1.976,0.525,6.41,193.53,159.31,327.45,19.35,,,,
417211,(2005 XL80),60600,1.727,0.4872,10.91,143.78,53.31,63.13,18.25,,,,
163697,(2003 EF54),60600,1.609,0.4728,2.95,353.79,268.45,176.37,20.08,,,,
517681,(2015 DE198),60600,2.063,0.5832,12.26,218.11,33.23,50.47,18.86,,,,
103067,(1999 XA143),60600,1.844,0.5812,38.56,104.1,116.52,289.32,16.83,,,,
517103,(2013 EM20),60600,1.371,0.3179,8.36,350.16,73.88,157.18,19.92,,,,
286080,(2001 TX1),60600,1.047,0.4825,2.8,354.18,159.14,86.91,21.24,,,,
357022,(1999 YG3),60600,1.285,0.3295,34.52,250.24,293.25,318.54,19.07,,,,
446862,(2001 VB76),60600,1.459,0.3483,4.24,248.5,259.39,307.5,20.54,,,,
4015,  4015 Wilson-Harrington (1979 VA),60600,2.626,0.6312,2.8,95.52,266.73,181.75,16.19,,,,
369264,(2009 MS),60600,2.005,0.57,52.38,219.54,252.05,269.44,16.34,,,,
471323,(2011 KW15),60600,1.17,0.4938,23.66,97.52,283.35,143.2,19.39,,,,
523630,(2009 OG),60600,2.706,0.8586,48.39,114.2,309.33,137.74,16.1,,,,
515767,(2015 JA2),60600,1.034,0.3491,16.42,246.26,126.6,233.79,21.17,,,,
667255,(2011 EG17),60600,1.38,0.4188,20.11,241.55,170.1,210.56,20.68,,,,
350523,(2000 EA14),60600,1.117,0.2026,3.56,206.06,203.83,39.54,21.16,,,,
2102,  2102 Tantalus (1975 YA),60600,1.29,0.2993,64.0,61.52,94.35,78.27,16.0,,,,
525231,(2004 VB),60600,1.459,0.409,10.86,71.61,52.35,77.99,20.85,,,,
514596,(2003 FG),60600,1.241,0.715,15.66,312.92,6.98,166.36,19.73,,,,
679440,(2019 GT2),60600,1.84,0.5108,6.74,343.89,88.38,158.02,19.1,,,,
666729,(2010 TV149),60600,1.699,0.5188,9.79,42.9,78.58,76.23,18.72,,,,
10115, 10115 (1992 SK),60600,1.249,0.325,15.32,233.69,8.89,84.54,17.12,,,,
264993,(2003 DX10),60600,1.375,0.4108,3.15,194.06,61.75,95.46,20.42,,,,
523609,(2005 PJ2),60600,1.198,0.6594,17.42,128.89,326.43,169.53,19.53,,,,
294739,(2008 CM),60600,1.566,0.408,36.01,130.69,279.54,196.87,17.04,,,,
5189,  5189 (1990 UQ),60600,1.552,0.4783,3.58,159.95,135.05,257.64,17.84,,,,
206378,(2003 RB),60600,1.788,0.4389,6.72,44.07,317.13,287.0,18.76,,,,
140039,(2001 SO73),60600,1.821,0.5679,4.85,31.03,197.14,222.91,18.08,,,,
152671,(1998 HL3),60600,1.129,0.3659,2.68,188.16,163.64,286.27,20.24,,,,
401856,(2000 KW43),60600,1.452,0.4779,24.27,63.6,82.62,18.63,20.27,,,,
180186,(2003 QZ30),60600,2.422,0.6315,8.57,243.1,178.04,198.78,17.58,,,,
620099,(2016 OP5),60600,1.616,0.4523,8.24,291.04,79.52,338.29,20.95,,,,
457662,(2009 DZ),60600,1.453,0.3021,14.11,335.89,151.44,349.33,22.0,,,,
348314,(2005 BC),60600,1.19,0.2781,30.12,84.2,292.45,123.73,18.01,,,,
53550, 53550 (2000 BF19),60600,1.495,0.4196,7.17,324.95,313.14,67.25,19.06,,,,
613714,(2007 DL41),60600,1.457,0.4765,4.67,140.23,150.72,286.02,20.82,,,,
4486,  4486 Mithra (1987 SB),60600,2.205,0.662,3.04,169.12,82.18,156.61,15.61,,,,
242450,(2004 QY2),60600,1.084,0.4772,37.03,104.98,295.27,234.73,14.65,,,,
279816,(2000 JE5),60600,1.238,0.4006,50.74,285.16,41.23,202.01,19.27,,,,
474231,(2001 HZ7),60600,1.47,0.4983,5.43,312.87,156.28,112.39,20.01,,,,
361754,(2007 YV29),60600,1.373,0.3568,21.88,321.87,59.3,201.77,19.18,,,,
438661,(2008 EP6),60600,1.209,0.2932,17.72,130.3,303.22,231.82,19.23,,,,
168318,(1989 DA),60600,2.162,0.5417,6.49,139.82,349.07,83.0,18.91,,,,
523623,(2008 CB22),60600,2.365,0.6533,7.27,33.42,51.17,227.64,19.72,,,,
162116,(1998 SA15),60600,1.916,0.5585,7.11,331.44,114.17,267.66,19.54,,,,
480822,(1998 YM4),60600,1.477,0.7196,3.43,344.56,341.75,176.01,19.66,,,,
7341,  7341 (1991 VK),60600,1.841,0.5061,5.41,173.48,294.73,37.89,16.96,,,,
453707,(2010 XY72),60600,1.133,0.2287,31.48,307.01,34.42,210.45,18.73,,,,
482467,(2012 LK9),60600,2.512,0.6197,10.14,314.59,61.84,350.14,17.93,,,,
352102,(2007 AG12),60600,2.09,0.6565,41.97,68.23,305.39,354.95,19.35,,,,
452376,(2002 AC5),60600,1.76,0.4937,16.55,331.72,82.37,290.44,19.97,,,,
450263,(2003 WD158),60600,1.426,0.4091,16.73,102.39,92.2,17.09,18.85,,,,
612143,(2000 BO28),60600,1.699,0.6003,6.34,303.41,319.73,1.98,19.84,,,,
481532,(2007 LE),60600,1.839,0.5157,29.55,120.28,73.62,4.16,19.62,,,,
363344,(2002 QC7),60600,1.169,0.196,26.8,184.47,336.01,354.54,19.98,,,,
605070,(2016 BT39),60600,1.968,0.5382,8.96,203.19,174.97,80.29,19.67,,,,
171839,(2001 JM1),60600,1.46,0.3108,17.08,321.98,226.64,118.84,19.24,,,,
434633,(2005 WB1),60600,1.264,0.3554,22.88,265.73,61.41,164.11,20.67,,,,
99248, 99248 (2001 KY66),60600,1.867,0.5073,10.61,61.58,284.11,359.76,16.55,,,,
65717, 65717 (1993 BX3),60600,1.395,0.281,2.81,290.95,174.75,104.62,20.87,,,,
439313,(2012 VE82),60600,2.11,0.5437,9.92,186.45,110.4,12.64,19.66,,,,
442523,(2011 WU95),60600,1.667,0.4245,6.72,242.41,67.67,75.48,19.51,,,,
53789, 53789 (2000 ED104),60600,1.371,0.2692,40.78,218.35,190.02,236.89,17.34,,,,
310560,(2001 QL142),60600,1.049,0.4991,26.6,72.15,165.55,267.48,17.8,,,,
53429, 53429 (1999 TF5),60600,2.022,0.641,26.78,64.09,199.16,281.57,18.94,,,,
506074,Svarog (2015 UM67),60600,1.558,0.6874,6.01,132.27,150.02,247.7,18.93,,,,
152828,(1999 VT25),60600,1.162,0.5231,5.15,319.24,221.94,253.7,21.28,,,,
619920,(2006 KY86),60600,2.294,0.6486,7.47,321.65,222.29,114.32,19.74,,,,
471926,Jormungandr (2013 KN6),60600,1.466,0.8508,23.54,232.53,229.42,183.06,18.62,,,,
451003,(2008 UD1),60600,1.716,0.4637,6.48,6.69,154.19,308.36,19.53,,,,
88959, 88959 (2001 TZ44),60600,1.724,0.5635,53.83,114.92,38.96,18.09,17.45,,,,
263976,(2009 KD5),60600,1.046,0.2615,13.47,294.37,104.49,26.87,18.4,,,,
267720,(2003 CA),60600,1.379,0.7196,21.15,234.82,126.17,185.74,18.93,,,,
523814,(2008 WN2),60600,1.418,0.3118,3.75,283.4,227.09,95.98,20.81,,,,
613986,(2008 JG),60600,1.051,0.2959,7.92,242.35,128.74,324.38,20.81,,,,
678715,(2017 VV14),60600,2.24,0.845,15.89,234.76,77.93,48.24,18.34,,,,
465826,(2010 GA24),60600,2.097,0.5468,7.68,237.57,30.66,261.43,21.09,,,,
494975,(2009 WO106),60600,1.374,0.3853,17.35,134.68,281.69,105.64,19.18,,,,
162210,(1999 SM5),60600,2.306,0.695,5.19,319.31,327.62,82.39,19.3,,,,
288807,(2004 RW164),60600,1.49,0.3766,36.78,342.88,164.93,246.85,18.46,,,,
159504,(2000 WO67),60600,2.433,0.6172,9.69,237.82,107.57,138.95,16.97,,,,
164400,(2005 GN59),60600,1.657,0.4679,6.63,203.05,218.96,169.72,17.34,,,,
143624,(2003 HM16),60600,1.967,0.5773,35.54,47.18,195.84,262.55,15.96,,,,
620103,(2018 LC3),60600,1.346,0.5479,44.36,76.26,111.17,55.37,18.79,,,,
416151,(2002 RQ25),60600,1.112,0.3064,4.57,225.74,10.46,34.37,20.68,,,,
